id,trade_date,user_id,server,broker_group,nfo_realized,nfo_settlement,bfo_realized,bfo_settlement,total_realized,total_settlement,net_pnl,max_loss,allocation,updated_max_loss,dte,summary_index,summary_dte,algo,input_fingerprint,updated_at
4143,2026-08-21,MT1002494,VS26,FIFO,6.5,1638.0,0.0,0.0,6.5,1638.0,1644.5,180000.0,100000.0,180006.5,4,NF,4,A7,db8b10374bd8a22d4724e38ae98e28c7f6a94042227a0b04dba6976ebcb5012e,2026-08-21T15:11:08
4144,2026-08-21,ZZJ17084,VS26,AVG,4.55,4824.3,0.0,0.0,4.55,4824.3,4828.85,240000.0,400000.0,244828.85,4,NF,4,A7,db8b10374bd8a22d4724e38ae98e28c7f6a94042227a0b04dba6976ebcb5012e,2026-08-21T15:11:08
4155,2026-08-21,11216274,VS27,AVG,0.0,6128.2,0.0,0.0,0.0,6128.2,6128.2,500000.0,500000.0,1006128.2,4,NF,4,A1,7a4fd8e3d05bf8c1097832d02d14559560a9a62d2f15d1fa87daf81b6f2fcf40,2026-08-21T15:11:51
4156,2026-08-21,AJ008AI,VS27,AVG,0.0,35097.4,0.0,0.0,0.0,35097.4,35097.4,1380000.0,2300000.0,4635097.4,4,NF,4,A1,7a4fd8e3d05bf8c1097832d02d14559560a9a62d2f15d1fa87daf81b6f2fcf40,2026-08-21T15:11:51
4157,2026-08-21,APOORV77,VS27,AVG,0.0,1541.15,0.0,0.0,0.0,1541.15,1541.15,200000.0,100000.0,201541.15,4,NF,4,A1,7a4fd8e3d05bf8c1097832d02d14559560a9a62d2f15d1fa87daf81b6f2fcf40,2026-08-21T15:11:51
4158,2026-08-21,KARANBHL,VS27,AVG,0.0,1481.35,0.0,0.0,0.0,1481.35,1481.35,200000.0,100000.0,201481.35,4,NF,4,A1,7a4fd8e3d05bf8c1097832d02d14559560a9a62d2f15d1fa87daf81b6f2fcf40,2026-08-21T15:11:51
4159,2026-08-21,MBADAYA0,VS27,AVG,0.0,1506.7,0.0,0.0,0.0,1506.7,1506.7,250000.0,125000.0,251506.7,4,NF,4,A1,7a4fd8e3d05bf8c1097832d02d14559560a9a62d2f15d1fa87daf81b6f2fcf40,2026-08-21T15:11:51
4160,2026-08-21,MGUPTA20,VS27,AVG,0.0,1502.8,0.0,0.0,0.0,1502.8,1502.8,250000.0,125000.0,251502.8,4,NF,4,A1,7a4fd8e3d05bf8c1097832d02d14559560a9a62d2f15d1fa87daf81b6f2fcf40,2026-08-21T15:11:51
4161,2026-08-21,MMUKESHS,VS27,AVG,0.0,1530.1,0.0,0.0,0.0,1530.1,1530.1,150000.0,75000.0,151530.1,4,NF,4,A1,7a4fd8e3d05bf8c1097832d02d14559560a9a62d2f15d1fa87daf81b6f2fcf40,2026-08-21T15:11:51
4162,2026-08-21,MPOONAMM,VS27,AVG,0.0,1567.15,0.0,0.0,0.0,1567.15,1567.15,200000.0,100000.0,201567.15,4,NF,4,A1,7a4fd8e3d05bf8c1097832d02d14559560a9a62d2f15d1fa87daf81b6f2fcf40,2026-08-21T15:11:51
4163,2026-08-21,NANDITAY,VS27,AVG,0.0,1548.3,0.0,0.0,0.0,1548.3,1548.3,250000.0,125000.0,251548.3,4,NF,4,A1,7a4fd8e3d05bf8c1097832d02d14559560a9a62d2f15d1fa87daf81b6f2fcf40,2026-08-21T15:11:51
4164,2026-08-21,RAJAGRA0,VS27,AVG,0.0,1496.95,0.0,0.0,0.0,1496.95,1496.95,400000.0,200000.0,401496.95,4,NF,4,A1,7a4fd8e3d05bf8c1097832d02d14559560a9a62d2f15d1fa87daf81b6f2fcf40,2026-08-21T15:11:51
4165,2026-08-21,ZPROV1,VS27,FIFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,100000.0,200000.0,4,NF,4,A1,7a4fd8e3d05bf8c1097832d02d14559560a9a62d2f15d1fa87daf81b6f2fcf40,2026-08-21T15:11:51
4166,2026-08-21,ZZJ17221,VS27,AVG,-6.5,4666.35,0.0,0.0,-6.5,4666.35,4659.85,240000.0,400000.0,244659.85,4,NF,4,A1,7a4fd8e3d05bf8c1097832d02d14559560a9a62d2f15d1fa87daf81b6f2fcf40,2026-08-21T15:11:51
4167,2026-08-21,ZZJ17416,VS27,AVG,-6.5,4656.6,0.0,0.0,-6.5,4656.6,4650.1,240000.0,400000.0,244650.1,4,NF,4,A1,7a4fd8e3d05bf8c1097832d02d14559560a9a62d2f15d1fa87daf81b6f2fcf40,2026-08-21T15:11:51
4145,2026-08-21,26407888,VS3,AVG,-772.5,880.8,0.0,0.0,-772.5,880.8,108.3,250000.0,125000.0,250108.3,4,BNF,4,A1,890114ab60f930db07a03633e08d7e9bfe1067dd3494b5181843026671fb2a73,2026-08-21T15:11:30
4146,2026-08-21,29898256,VS3,AVG,-769.5,933.3,0.0,0.0,-769.5,933.3,163.8,0.0,125000.0,250163.8,4,BNF,4,A1,890114ab60f930db07a03633e08d7e9bfe1067dd3494b5181843026671fb2a73,2026-08-21T15:11:30
4147,2026-08-21,30368271,VS3,AVG,-772.5,922.5,0.0,0.0,-772.5,922.5,150.0,0.0,100000.0,200150.0,4,BNF,4,A1,890114ab60f930db07a03633e08d7e9bfe1067dd3494b5181843026671fb2a73,2026-08-21T15:11:30
4148,2026-08-21,46891412,VS3,AVG,-774.6,929.7,0.0,0.0,-774.6,929.7,155.1,0.0,125000.0,250155.1,4,BNF,4,A1,890114ab60f930db07a03633e08d7e9bfe1067dd3494b5181843026671fb2a73,2026-08-21T15:11:30
4149,2026-08-21,54046262,VS3,AVG,-768.0,996.0,0.0,0.0,-768.0,996.0,228.0,300000.0,150000.0,300228.0,4,BNF,4,A1,890114ab60f930db07a03633e08d7e9bfe1067dd3494b5181843026671fb2a73,2026-08-21T15:11:30
4150,2026-08-21,58480023,VS3,AVG,-774.6,883.2,0.0,0.0,-774.6,883.2,108.6,0.0,100000.0,200108.6,4,BNF,4,A1,890114ab60f930db07a03633e08d7e9bfe1067dd3494b5181843026671fb2a73,2026-08-21T15:11:30
4151,2026-08-21,AVS00RKL,VS3,AVG,-773.1,925.2,0.0,0.0,-773.1,925.2,152.1,0.0,150000.0,300152.1,4,BNF,4,A1,890114ab60f930db07a03633e08d7e9bfe1067dd3494b5181843026671fb2a73,2026-08-21T15:11:30
4152,2026-08-21,IR0012,VS3,AVG,-771.6,957.0,0.0,0.0,-771.6,957.0,185.4,200000.0,100000.0,200185.4,4,BNF,4,A1,890114ab60f930db07a03633e08d7e9bfe1067dd3494b5181843026671fb2a73,2026-08-21T15:11:30
4153,2026-08-21,KRISTA78,VS3,AVG,-777.0,885.6,0.0,0.0,-777.0,885.6,108.6,300000.0,150000.0,300108.6,4,BNF,4,A1,890114ab60f930db07a03633e08d7e9bfe1067dd3494b5181843026671fb2a73,2026-08-21T15:11:30
4154,2026-08-21,NS0008,VS3,AVG,-771.6,963.9,0.0,0.0,-771.6,963.9,192.3,200000.0,100000.0,200192.3,4,BNF,4,A1,890114ab60f930db07a03633e08d7e9bfe1067dd3494b5181843026671fb2a73,2026-08-21T15:11:30
4240,2026-08-21,AM008,VS30,AVG,-7.8,22313.85,0.0,0.0,-7.8,22313.85,22306.05,900000.0,1500000.0,922306.05,4,NF,4,A7,db6d127d46391a5c47ee3629d23929e9c2213212c9ab0474a49de1536f16c4e5,2026-08-21T15:14:47
4241,2026-08-21,ZPRO1,VS30,FIFO,-3.25,0.0,0.0,0.0,-3.25,0.0,-3.25,180000.0,100000.0,179996.75,4,NF,4,A7,db6d127d46391a5c47ee3629d23929e9c2213212c9ab0474a49de1536f16c4e5,2026-08-21T15:14:47
4242,2026-08-21,ZZJ17223,VS30,AVG,-7.8,4699.5,0.0,0.0,-7.8,4699.5,4691.7,240000.0,400000.0,244691.7,4,NF,4,A7,db6d127d46391a5c47ee3629d23929e9c2213212c9ab0474a49de1536f16c4e5,2026-08-21T15:14:47
4196,2026-08-21,10408756,VS4,AVG,-916.8,1872.9,0.0,0.0,-916.8,1872.9,956.1,0.0,125000.0,225956.1,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4197,2026-08-21,14419090,VS4,AVG,-915.6,1980.0,0.0,0.0,-915.6,1980.0,1064.4,0.0,125000.0,226064.4,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4198,2026-08-21,19583994,VS4,AVG,-915.3,1938.0,0.0,0.0,-915.3,1938.0,1022.7,0.0,125000.0,226022.7,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4199,2026-08-21,57437129,VS4,AVG,-912.3,2019.0,0.0,0.0,-912.3,2019.0,1106.7,0.0,150000.0,271106.7,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4200,2026-08-21,64785796,VS4,AVG,-922.2,2069.1,0.0,0.0,-922.2,2069.1,1146.9,0.0,175000.0,316146.9,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4201,2026-08-21,75962003,VS4,AVG,-909.3,1998.6,0.0,0.0,-909.3,1998.6,1089.3,270000.0,150000.0,271089.3,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4202,2026-08-21,85533200,VS4,AVG,-924.3,1931.7,0.0,0.0,-924.3,1931.7,1007.4,0.0,100000.0,181007.4,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4203,2026-08-21,92348046,VS4,AVG,-915.9,1803.6,0.0,0.0,-915.9,1803.6,887.7,180000.0,100000.0,180887.7,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4204,2026-08-21,AVS03LKW,VS4,AVG,-908.1,1780.2,0.0,0.0,-908.1,1780.2,872.1,0.0,125000.0,225872.1,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4205,2026-08-21,BHADADAG,VS4,AVG,-924.0,1959.9,0.0,0.0,-924.0,1959.9,1035.9,0.0,100000.0,1035.9,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4206,2026-08-21,HUFPUGAL,VS4,AVG,-908.1,1814.4,0.0,0.0,-908.1,1814.4,906.3,0.0,175000.0,315906.3,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4207,2026-08-21,KASAR116,VS4,AVG,-901.8,1916.4,0.0,0.0,-901.8,1916.4,1014.6,0.0,125000.0,226014.6,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4208,2026-08-21,MARIA196,VS4,AVG,-881.1,2026.5,0.0,0.0,-881.1,2026.5,1145.4,0.0,150000.0,271145.4,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4209,2026-08-21,NK0002,VS4,AVG,-900.0,2088.9,0.0,0.0,-900.0,2088.9,1188.9,270000.0,150000.0,271188.9,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4210,2026-08-21,RAHULG15,VS4,AVG,-881.7,1947.6,0.0,0.0,-881.7,1947.6,1065.9,0.0,175000.0,316065.9,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4211,2026-08-21,SHAMLAL4,VS4,AVG,-909.9,1789.2,0.0,0.0,-909.9,1789.2,879.3,0.0,150000.0,270879.3,4,BNF,4,A7,e176b1c560617ebf5b70ff03144ae9b718c2dc18703c7ff99e1e2d0a3eeaaaa9,2026-08-21T15:12:57
4216,2026-08-21,18400763,VS6,AVG,-780.9,766.5,0.0,0.0,-780.9,766.5,-14.4,0.0,125000.0,249985.6,4,BNF,4,A1,46a2e6978ab18fce71cb2376b226e853b5a9bce628a24be1b9a77dfdc8a3b7c3,2026-08-21T15:13:41
4217,2026-08-21,55910733,VS6,AVG,-776.4,762.3,0.0,0.0,-776.4,762.3,-14.1,0.0,125000.0,249985.9,4,BNF,4,A1,46a2e6978ab18fce71cb2376b226e853b5a9bce628a24be1b9a77dfdc8a3b7c3,2026-08-21T15:13:41
4218,2026-08-21,92176368,VS6,AVG,-776.4,772.8,0.0,0.0,-776.4,772.8,-3.6,0.0,125000.0,-3.6,4,BNF,4,A1,46a2e6978ab18fce71cb2376b226e853b5a9bce628a24be1b9a77dfdc8a3b7c3,2026-08-21T15:13:41
4219,2026-08-21,AMITHUFB,VS6,AVG,-776.1,794.1,0.0,0.0,-776.1,794.1,18.0,250000.0,125000.0,250018.0,4,BNF,4,A1,46a2e6978ab18fce71cb2376b226e853b5a9bce628a24be1b9a77dfdc8a3b7c3,2026-08-21T15:13:41
4220,2026-08-21,MAMIT782,VS6,AVG,-771.9,799.8,0.0,0.0,-771.9,799.8,27.9,0.0,125000.0,250027.9,4,BNF,4,A1,46a2e6978ab18fce71cb2376b226e853b5a9bce628a24be1b9a77dfdc8a3b7c3,2026-08-21T15:13:41
4221,2026-08-21,MMILIND7,VS6,AVG,-773.4,819.9,0.0,0.0,-773.4,819.9,46.5,300000.0,150000.0,300046.5,4,BNF,4,A1,46a2e6978ab18fce71cb2376b226e853b5a9bce628a24be1b9a77dfdc8a3b7c3,2026-08-21T15:13:41
4222,2026-08-21,SPAN0050,VS6,AVG,-771.6,804.9,0.0,0.0,-771.6,804.9,33.3,250000.0,125000.0,250033.3,4,BNF,4,A1,46a2e6978ab18fce71cb2376b226e853b5a9bce628a24be1b9a77dfdc8a3b7c3,2026-08-21T15:13:41
4108,2026-08-21,AM005,VS8,AVG,0.0,22421.1,0.0,0.0,0.0,22421.1,22421.1,900000.0,1500000.0,922421.1,4,NF,4,A1,a06e08800e817f7f5a09c59bf7ea12494a23718d6c0baacf904329584673f5f4,2026-08-21T15:10:24
